Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year,Boro,BORO_NM
1-01343-7504,343 EAST 50 STREET,MIDTOWN EAST,R4  -ELEVATOR,23,1900.0,35615,1407505,547046.0,860459,6925998.0,2018,1,MANHATTAN
1-01236-7502,215 WEST 88 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,94,1915.0,171946,7319741,2572312.0,4747429,38211990.0,2018,1,MANHATTAN
1-00928-7503,340 EAST 23 STREET,KIPS BAY,R4  -ELEVATOR,207,2007.0,233744,13066290,3372926.0,9693364,78021012.0,2018,1,MANHATTAN
1-00147-7509,137 DUANE STREET,CIVIC CENTER,R4  -ELEVATOR,19,1915.0,45510,1778986,409135.0,1369851,11026002.0,2018,1,MANHATTAN
1-00722-7501,420 WEST 25 STREET,CHELSEA,R4  -ELEVATOR,79,1912.0,97500,5437575,1641900.0,3795675,30551007.0,2018,1,MANHATTAN
1-01788-7501,2279 3 AVENUE,HARLEM-EAST,R4  -ELEVATOR,11,2006.0,16737,453740,226786.0,226954,1769996.0,2018,1,MANHATTAN
1-02067-7501,469 WEST 152 STREET,HARLEM-UPPER,R4  -ELEVATOR,6,1920.0,6390,189016,106330.0,82686,651999.0,2018,1,MANHATTAN
1-02067-7501,479 WEST 152 STREET,HARLEM-UPPER,R4  -ELEVATOR,20,1920.0,17565,548379,227467.0,320912,2546002.0,2018,1,MANHATTAN
1-01512-7502,1474 3 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,30,1981.0,59931,2644156,770713.0,1873443,15079007.0,2018,1,MANHATTAN
1-01143-7505,120 WEST 72 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,17,2007.0,45900,2393685,637092.0,1756593,14138998.0,2018,1,MANHATTAN
1-01320-7506,211 EAST 46 STREET,MIDTOWN EAST,R4  -ELEVATOR,261,1979.0,207246,10561256,3272414.0,7288842,58666996.0,2018,1,MANHATTAN
1-01667-7501,232 EAST 118 STREET,HARLEM-EAST,R4  -ELEVATOR,12,1910.0,12222,431437,142509.0,288928,2313000.0,2018,1,MANHATTAN
1-01928-7503,252 WEST 123 STREET,HARLEM-CENTRAL,R2  -WALK-UP,6,1910.0,7739,325657,105715.0,219942,1769999.0,2018,1,MANHATTAN
1-01928-7503,256 WEST 123 STREET,HARLEM-CENTRAL,R2  -WALK-UP,6,1910.0,6601,277770,84493.0,193277,1555001.0,2018,1,MANHATTAN
1-02090-7501,660 RIVERSIDE DRIVE,HARLEM-UPPER,R4  -ELEVATOR,54,1908.0,30886,824038,308242.0,515796,4021998.0,2018,1,MANHATTAN
1-02134-7501,801 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,48,1920.0,52476,1293533,501146.0,792387,6111997.0,2018,1,MANHATTAN
1-01151-7503,555 WEST 59 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,186,2007.0,259288,15922876,4459754.0,11463122,92265882.0,2018,1,MANHATTAN
1-01584-7501,170 EAST END AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,97,2005.0,268404,14426715,4925213.0,9501502,76477007.0,2018,1,MANHATTAN
1-00797-7501,125 WEST 21 STREET,CHELSEA,R4  -ELEVATOR,52,2006.0,77419,4413657,908899.0,3504758,28210002.0,2018,1,MANHATTAN
1-01326-7501,250 EAST 53 STREET,MIDTOWN EAST,R4  -ELEVATOR,135,2006.0,197233,9577634,2569946.0,7007688,56404003.0,2018,1,MANHATTAN
1-00140-7505,157 CHAMBERS STREET,TRIBECA,R4  -ELEVATOR,38,1931.0,87334,3783309,1089055.0,2694254,21686002.0,2018,1,MANHATTAN
1-00016-7515,225 RECTOR PLACE,TRIBECA,R4  -ELEVATOR,285,1985.0,257848,13555069,3728482.0,9826587,79093991.0,2018,1,MANHATTAN
1-00215-7504,415 GREENWICH STREET,TRIBECA,R4  -ELEVATOR,66,1913.0,155221,6638802,1263499.0,5375303,43264994.0,2018,1,MANHATTAN
1-00851-7504,29 EAST 22 STREET,FLATIRON,R9  -CONDOPS,20,1907.0,56554,2594132,830213.0,1763919,14198000.0,2018,1,MANHATTAN
1-01950-7501,258 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,52,2006.0,70212,2286103,948564.0,1337539,10628985.0,2018,1,MANHATTAN
1-00044-7501,18 PINE STREET,FINANCIAL,R4  -ELEVATOR,408,1928.0,548976,28859668,9524734.0,19334934,155634027.0,2018,1,MANHATTAN
1-00276-7502,11 MONROE STREET,LOWER EAST SIDE,RR  -CONRENT,12,2004.0,6656,340454,72750.0,267704,2155000.0,2018,1,MANHATTAN
1-01869-7503,240 WEST 98 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,164,1923.0,267321,9968400,3985756.0,5982644,48038024.0,2018,1,MANHATTAN
1-00392-7502,631 EAST 9 STREET,ALPHABET CITY,R4  -ELEVATOR,12,2005.0,11603,532114,223706.0,308408,2481998.0,2018,1,MANHATTAN
1-00762-7502,502 9 AVENUE,FASHION,R4  -ELEVATOR,36,2005.0,34168,1744276,344072.0,1400204,11269999.0,2018,1,MANHATTAN
1-01724-7503,2056 5 AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,21,1920.0,24797,619677,377906.0,241771,1867997.0,2018,1,MANHATTAN
1-01081-7502,500 WEST 53 STREET,CLINTON,RR  -CONRENT,68,2005.0,49918,2305213,640448.0,1664765,13400000.0,2018,1,MANHATTAN
1-01081-7502,779 10 AVENUE,CLINTON,RR  -CONRENT,272,2005.0,261030,13484810,3628317.0,9856493,79334000.0,2018,1,MANHATTAN
1-00798-7506,133 WEST 22 STREET,CHELSEA,R4  -ELEVATOR,99,2008.0,112888,6173845,1028410.0,5145435,41415021.0,2018,1,MANHATTAN
1-01229-7502,219 WEST 81 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,117,1912.0,176424,7582704,2693994.0,4888710,39349033.0,2018,1,MANHATTAN
1-02122-7501,540 WEST 163 STREET,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,13,2008.0,22052,646565,197365.0,449200,3536002.0,2018,1,MANHATTAN
1-01018-7502,247 WEST 46 STREET,MIDTOWN WEST,R4  -ELEVATOR,218,2006.0,293691,14611127,2452320.0,12158807,97865000.0,2018,1,MANHATTAN
1-01788-7502,206 EAST 124 STREET,HARLEM-EAST,R2  -WALK-UP,16,1900.0,12090,385429,144717.0,240712,1910000.0,2018,1,MANHATTAN
1-00293-7501,18 ELDRIDGE STREET,CHINATOWN,R4  -ELEVATOR,10,2007.0,7169,311565,55703.0,255862,2059000.0,2018,1,MANHATTAN
1-01680-7502,330 EAST 109 STREET,HARLEM-EAST,R4  -ELEVATOR,28,2007.0,25174,1001925,176721.0,825204,6637010.0,2018,1,MANHATTAN
1-01527-7502,215 EAST 81 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,40,1974.0,28559,1345700,344136.0,1001564,8062000.0,2018,1,MANHATTAN
1-01453-7501,300 EAST 79 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,33,2006.0,72659,3557385,1027398.0,2529987,20363999.0,2018,1,MANHATTAN
1-00887-7501,107 EAST 31 STREET,MURRAY HILL,R4  -ELEVATOR,15,1920.0,14000,765940,222180.0,543760,4377002.0,2018,1,MANHATTAN
1-02248-7501,175 PAYSON AVENUE,INWOOD,R4  -ELEVATOR,12,2006.0,10950,288423,108953.0,179470,1395000.0,2018,1,MANHATTAN
1-01923-7501,257 WEST 117 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,47,1892.0,87400,3142904,1248946.0,1893958,15182998.0,2018,1,MANHATTAN
1-02092-7501,680 RIVERSIDE DRIVE,HARLEM-UPPER,R4  -ELEVATOR,25,1926.0,24132,576513,221773.0,354740,2722004.0,2018,1,MANHATTAN
1-00714-7501,450 WEST 17 STREET,CHELSEA,R4  -ELEVATOR,181,2006.0,173100,9402792,2691705.0,6711087,54016996.0,2018,1,MANHATTAN
1-00714-7501,450 WEST 17 STREET,CHELSEA,RR  -CONRENT,288,2006.0,264402,15761003,4534494.0,11226509,90361000.0,2018,1,MANHATTAN
1-01785-7501,207 EAST 120 STREET,HARLEM-EAST,R2  -WALK-UP,11,1900.0,14440,406919,160428.0,246491,1933001.0,2018,1,MANHATTAN
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR  -CONRENT,90,2003.0,73690,4037475,1141458.0,2896017,23310000.0,2018,1,MANHATTAN
1-01025-7502,890 8 AVENUE,MIDTOWN WEST,RR  -CONRENT,304,2003.0,268626,15591053,2879671.0,12711382,102313000.0,2018,1,MANHATTAN
1-01676-7504,2019 1 AVENUE,HARLEM-EAST,R4  -ELEVATOR,41,2007.0,32660,1308360,442543.0,865817,6963000.0,2018,1,MANHATTAN
1-02134-7502,779 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,93,1926.0,97650,1703993,901310.0,802683,5772003.0,2018,1,MANHATTAN
1-00769-7508,241 WEST 19 STREET,CHELSEA,R4  -ELEVATOR,19,2006.0,27784,1270840,182819.0,1088021,8757000.0,2018,1,MANHATTAN
1-00846-7502,7 EAST 17 STREET,FLATIRON,R4  -ELEVATOR,14,1903.0,36638,1769615,348794.0,1420821,11435000.0,2018,1,MANHATTAN
1-01831-7502,247 WEST 115 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,36,2007.0,49200,1399740,553992.0,845748,6636003.0,2018,1,MANHATTAN
1-01862-7501,171 WEST 107 STREET,UPPER WEST SIDE (96-116),RR  -CONRENT,25,1920.0,35792,621349,384406.0,236943,1702000.0,2018,1,MANHATTAN
1-01893-7502,610 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4  -ELEVATOR,67,1922.0,103749,3074083,1323837.0,1750246,13810000.0,2018,1,MANHATTAN
1-01514-7502,150 EAST 86 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,97,2007.0,294700,13511995,4396924.0,9115071,73366999.0,2018,1,MANHATTAN
1-02041-7504,2601 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R4  -ELEVATOR,20,2006.0,28879,842978,229588.0,613390,4826002.0,2018,1,MANHATTAN
1-02007-7501,555 LENOX AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,32,1910.0,23822,696079,230597.0,465482,3670008.0,2018,1,MANHATTAN
1-01783-7501,249 EAST 118 STREET,HARLEM-EAST,R4  -ELEVATOR,28,2008.0,35526,947123,371247.0,575876,4484000.0,2018,1,MANHATTAN
1-01917-7501,2257 ADAM C. POWELL BOULEVARD,HARLEM-CENTRAL,R4  -ELEVATOR,10,2005.0,11679,300501,121812.0,178689,1385000.0,2018,1,MANHATTAN
1-00078-7508,45 JOHN STREET,FINANCIAL,R4  -ELEVATOR,84,1908.0,84578,4512236,1308422.0,3203814,25787023.0,2018,1,MANHATTAN
1-00859-7502,39 EAST 29 STREET,MURRAY HILL,R4  -ELEVATOR,141,2008.0,161752,9156781,1928084.0,7228697,58182997.0,2018,1,MANHATTAN
1-01325-7503,209 EAST 51 STREET,MIDTOWN EAST,R4  -ELEVATOR,71,1958.0,66969,2790598,871267.0,1919331,15449002.0,2018,1,MANHATTAN
1-01638-7501,161 EAST 110 STREET,HARLEM-EAST,R4  -ELEVATOR,68,2008.0,65699,2166753,779847.0,1386906,11038995.0,2018,1,MANHATTAN
1-01080-7501,510 WEST 52 STREET,CLINTON,RR  -CONRENT,58,2005.0,36933,2031684,496749.0,1534935,12355000.0,2018,1,MANHATTAN
1-01080-7501,510 WEST 52 STREET,CLINTON,RR  -CONRENT,233,2005.0,236187,11445622,2576800.0,8868822,71385000.0,2018,1,MANHATTAN
1-00076-7502,99 JOHN STREET,FINANCIAL,R4  -ELEVATOR,438,2003.0,348252,17527523,4715332.0,12812191,103125024.0,2018,1,MANHATTAN
1-00235-7501,136 BAXTER STREET,CHINATOWN,R4  -ELEVATOR,12,1915.0,29406,1293570,418447.0,875123,7044001.0,2018,1,MANHATTAN
1-01414-7503,250 EAST 60 STREET,UPPER EAST SIDE (59-79),RR  -CONRENT,42,2006.0,37492,1274728,503143.0,771585,6151000.0,2018,1,MANHATTAN
1-01681-7502,342 EAST 110 STREET,HARLEM-EAST,R4  -ELEVATOR,35,2007.0,38481,1474977,355564.0,1119413,8988003.0,2018,1,MANHATTAN
1-01540-7502,212 EAST 95 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,22,2007.0,37488,1858280,482471.0,1375809,11074000.0,2018,1,MANHATTAN
1-00238-7503,87 ELIZABETH STREET,CHINATOWN,R4  -ELEVATOR,18,1899.0,14777,604232,183087.0,421145,3390000.0,2018,1,MANHATTAN
1-02136-7501,812 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,41,1920.0,51426,1204397,472091.0,732306,5600999.0,2018,1,MANHATTAN
1-00437-7502,266 EAST 10 STREET,EAST VILLAGE,RR  -CONRENT,11,2007.0,8347,439553,126123.0,313430,2523001.0,2018,1,MANHATTAN
1-01420-7501,200 EAST 66 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,497,1951.0,925645,38803038,15810017.0,22993021,185068991.0,2018,1,MANHATTAN
1-01746-7501,1485 5 AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,157,2007.0,312279,9337142,4852816.0,4484326,35382003.0,2018,1,MANHATTAN
1-00908-7502,385 3 AVENUE,GRAMERCY,RR  -CONRENT,49,2006.0,60117,2859165,772503.0,2086662,16795000.0,2018,1,MANHATTAN
1-00343-7501,78 RIDGE STREET,LOWER EAST SIDE,R4  -ELEVATOR,53,1930.0,56354,2773744,776558.0,1997186,16075014.0,2018,1,MANHATTAN
1-01795-7501,328 EAST 119 STREET,HARLEM-EAST,R4  -ELEVATOR,20,2008.0,16136,416309,161360.0,254949,1975992.0,2018,1,MANHATTAN
1-01710-7503,416 EAST 117 STREET,HARLEM-EAST,R4  -ELEVATOR,15,2007.0,21472,768268,159752.0,608516,4867003.0,2018,1,MANHATTAN
1-00464-7503,133 2 AVENUE,EAST VILLAGE,R4  -ELEVATOR,12,1920.0,11613,670651,149808.0,520843,4192000.0,2018,1,MANHATTAN
1-01279-7501,5 EAST 44 STREET,MIDTOWN CBD,R4  -ELEVATOR,23,2007.0,26026,1445224,428388.0,1016836,8184000.0,2018,1,MANHATTAN
1-00797-7507,140 WEST 22 STREET,CHELSEA,R4  -ELEVATOR,52,1911.0,68395,3393760,843994.0,2549766,20522984.0,2018,1,MANHATTAN
1-00816-7503,50 WEST 15 STREET,FLATIRON,R4  -ELEVATOR,47,2008.0,66363,3511930,871346.0,2640584,21254003.0,2018,1,MANHATTAN
1-01380-7501,40 EAST 66 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,33,1929.0,95425,4082282,1300643.0,2781639,22389000.0,2018,1,MANHATTAN
1-00486-7502,470 BROOME STREET,SOHO,R4  -ELEVATOR,4,1900.0,9039,822278,172645.0,649633,5134000.0,2018,1,MANHATTAN
1-01843-7501,67 WEST 107 STREET,MANHATTAN VALLEY,R2  -WALK-UP,56,1909.0,38255,1315972,509557.0,806415,6433998.0,2018,1,MANHATTAN
1-00091-7502,111 FULTON STREET,SOUTHBRIDGE,R4  -ELEVATOR,163,1940.0,191740,8779775,3067840.0,5711935,45974982.0,2018,1,MANHATTAN
1-00443-7502,62 EAST 1 STREET,EAST VILLAGE,R4  -ELEVATOR,11,2007.0,14982,719286,192369.0,526917,4241001.0,2018,1,MANHATTAN
1-00465-7501,38 STUYVESANT STREET,EAST VILLAGE,R2  -WALK-UP,12,1900.0,14269,595731,177364.0,418367,3367001.0,2018,1,MANHATTAN
1-01461-7501,400 EAST 67 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,128,2005.0,246580,12565717,4312684.0,8253033,66427989.0,2018,1,MANHATTAN
1-01531-7501,205 EAST 85 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,165,2007.0,274377,15661439,5764661.0,9896778,79659000.0,2018,1,MANHATTAN
1-02011-7501,147 WEST 142 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,10,2008.0,11928,313945,101149.0,212796,1654010.0,2018,1,MANHATTAN
1-01888-7502,314 WEST 100 STREET,UPPER WEST SIDE (96-116),R4  -ELEVATOR,33,1940.0,45120,1217789,369533.0,848256,6624999.0,2018,1,MANHATTAN
1-01223-7504,134 WEST 93 STREET,UPPER WEST SIDE (79-96),R4  -ELEVATOR,53,1925.0,55008,2314187,628191.0,1685996,13570000.0,2018,1,MANHATTAN
1-01753-7503,8077 5 AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,13,2007.0,24731,659576,269321.0,390255,3037998.0,2018,1,MANHATTAN
1-00851-7505,23 EAST 22 STREET,FLATIRON,R4  -ELEVATOR,78,2010.0,215976,9265370,1783962.0,7481408,60214995.0,2018,1,MANHATTAN
1-01171-7506,33 WEST END AVENUE,UPPER WEST SIDE (59-79),RR  -CONRENT,331,2006.0,287900,8982480,2971128.0,6011352,47618000.0,2018,1,MANHATTAN
1-01163-7502,235 WEST 71 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,17,1912.0,47000,1762030,506660.0,1255370,10088002.0,2018,1,MANHATTAN
1-01171-7507,80 RIVERSIDE BOULEVARD,UPPER WEST SIDE (59-79),R4  -ELEVATOR,271,2006.0,572768,33936504,8763350.0,25173154,202617005.0,2018,1,MANHATTAN
1-01621-7501,1405 5 AVENUE,HARLEM-EAST,RR  -CONRENT,17,2009.0,17666,483165,195563.0,287602,2246000.0,2018,1,MANHATTAN
1-01825-7501,106 WEST 116 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,32,2006.0,57450,1970535,738807.0,1231728,9827003.0,2018,1,MANHATTAN
1-00273-7502,30 RUTGERS STREET,LOWER EAST SIDE,R4  -ELEVATOR,10,2005.0,7576,349178,91821.0,257357,2071005.0,2018,1,MANHATTAN
1-00767-7503,201 WEST 17 STREET,CHELSEA,R4  -ELEVATOR,37,2000.0,63723,3247961,699679.0,2548282,20510998.0,2018,1,MANHATTAN
1-01116-7502,15 WEST 63 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,51,1999.0,145531,7593808,2194607.0,5399201,43458003.0,2018,1,MANHATTAN
1-00544-7501,56 COOPER SQUARE,GREENWICH VILLAGE-CENTRAL,R4  -ELEVATOR,25,1920.0,88353,3988254,593732.0,3394522,27322002.0,2018,1,MANHATTAN
1-00632-7503,132 PERRY STREET,GREENWICH VILLAGE-WEST,R4  -ELEVATOR,9,1990.0,22991,1167483,205310.0,962173,7743998.0,2018,1,MANHATTAN
1-01554-7501,1760 2 AVENUE,UPPER EAST SIDE (79-96),R4  -ELEVATOR,154,2000.0,181821,8554678,2154579.0,6400099,51513992.0,2018,1,MANHATTAN
1-01329-7501,231 EAST 55 STREET,MIDTOWN EAST,R4  -ELEVATOR,40,2000.0,54638,2595851,567142.0,2028709,16328990.0,2018,1,MANHATTAN
1-01051-7501,420 WEST 42 STREET,CLINTON,RR  -CONRENT,262,2000.0,257663,10855342,4454993.0,6400349,51516000.0,2018,1,MANHATTAN
1-01038-7501,306 WEST 48 STREET,MIDTOWN WEST,R4  -ELEVATOR,122,2007.0,125813,6928522,2205502.0,4723020,38015000.0,2018,1,MANHATTAN
1-01089-7501,601 WEST 41 STREET,CLINTON,R9  -CONDOPS,83,2005.0,80136,3116489,863866.0,2252623,18102000.0,2018,1,MANHATTAN
1-01229-7503,442 AMSTERDAM AVENUE,UPPER WEST SIDE (79-96),R9  -CONDOPS,12,1920.0,8594,338861,94878.0,243983,1957000.0,2018,1,MANHATTAN
1-01946-7502,454 MANHATTAN AVENUE,HARLEM-CENTRAL,RR  -CONRENT,125,2007.0,117030,3928697,1386806.0,2541891,22209000.0,2018,1,MANHATTAN
1-00298-7503,21 LUDLOW STREET,LOWER EAST SIDE,R4  -ELEVATOR,23,1910.0,17899,775743,189908.0,585835,4715000.0,2018,1,MANHATTAN
1-02135-7501,835 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,59,1920.0,76000,1368760,665000.0,703760,5102001.0,2018,1,MANHATTAN
1-01169-7502,230 WEST 78 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,34,2008.0,91271,4658472,917274.0,3741198,30112996.0,2018,1,MANHATTAN
1-01661-7502,2025 3 AVENUE,HARLEM-EAST,R9  -CONDOPS,11,2004.0,8755,329451,126422.0,203029,1629000.0,2018,1,MANHATTAN
1-00795-7502,130 WEST 20 STREET,CHELSEA,R4  -ELEVATOR,35,2008.0,40339,2005252,603471.0,1401781,11283002.0,2018,1,MANHATTAN
1-01548-7502,305 EAST 85 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,59,2008.0,106480,5889409,1752661.0,4136748,33295998.0,2018,1,MANHATTAN
1-01089-7502,533 11 AVENUE,CLINTON,RR  -CONRENT,938,2005.0,735821,36673319,9344927.0,27328392,219965000.0,2018,1,MANHATTAN
1-01089-7502,533 11 AVENUE,CLINTON,RR  -CONRENT,235,2005.0,142279,8892438,2920988.0,5971450,48025000.0,2018,1,MANHATTAN
1-01272-7501,33 WEST 56 STREET,MIDTOWN WEST,R4  -ELEVATOR,47,2008.0,95307,4163963,1617360.0,2546603,20497002.0,2018,1,MANHATTAN
1-01847-7502,304 WEST 114 STREET,MANHATTAN VALLEY,R4  -ELEVATOR,12,2007.0,12499,383594,172861.0,210733,1667006.0,2018,1,MANHATTAN
1-01644-7501,178 EAST 117 STREET,HARLEM-EAST,R4  -ELEVATOR,22,2007.0,35435,1065885,434787.0,631098,4978998.0,2018,1,MANHATTAN
1-01644-7502,160 EAST 117 STREET,HARLEM-EAST,R4  -ELEVATOR,19,2007.0,26231,690662,168665.0,521997,4057999.0,2018,1,MANHATTAN
1-00849-7508,254 PARK AVENUE SOUTH,FLATIRON,R4  -ELEVATOR,123,1913.0,138922,7854650,2122728.0,5731922,46137995.0,2018,1,MANHATTAN
1-01168-7501,205 WEST 76 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,125,2007.0,219320,13119722,3441131.0,9678591,77902001.0,2018,1,MANHATTAN
1-02045-7503,130 BRADHURST AVENUE,HARLEM-CENTRAL,R9  -CONDOPS,134,2007.0,161156,4188444,1796889.0,2391555,18562000.0,2018,1,MANHATTAN
1-01891-7502,905 WEST END AVENUE,UPPER WEST SIDE (96-116),R4  -ELEVATOR,53,1920.0,132377,3911740,1705016.0,2206724,17411001.0,2018,1,MANHATTAN
1-01322-7502,250 EAST 49 STREET,MIDTOWN EAST,R4  -ELEVATOR,77,2006.0,105668,5538060,1709708.0,3828352,30814001.0,2018,1,MANHATTAN
1-00225-7502,16 DESBROSSES STREET,TRIBECA,R4  -ELEVATOR,8,1940.0,24059,988584,288467.0,700117,5635004.0,2018,1,MANHATTAN
1-02134-7503,807 RIVERSIDE DRIVE,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,53,1900.0,58230,952643,485638.0,467005,3301008.0,2018,1,MANHATTAN
1-00612-7505,28 PERRY STREET,GREENWICH VILLAGE-WEST,R2  -WALK-UP,17,1900.0,9720,488722,140746.0,347976,2800997.0,2018,1,MANHATTAN
1-01673-7501,325 EAST 101 STREET,HARLEM-EAST,RR  -CONRENT,34,2009.0,36849,1417213,547945.0,869268,6980000.0,2018,1,MANHATTAN
1-01076-7501,505 WEST 47 STREET,CLINTON,R4  -ELEVATOR,108,2008.0,73634,3611011,1069166.0,2541845,20459005.0,2018,1,MANHATTAN
1-01914-7503,2185 ADAM C. POWELL BOULEVARD,HARLEM-CENTRAL,RR  -CONRENT,48,2007.0,54628,1364607,416812.0,947795,7311000.0,2018,1,MANHATTAN
1-01236-7503,211 WEST 88 STREET,UPPER WEST SIDE (79-96),R2  -WALK-UP,15,1910.0,10789,422389,111774.0,310615,2496007.0,2018,1,MANHATTAN
1-01067-7503,462 WEST 58 STREET,CLINTON,R4  -ELEVATOR,67,2008.0,96337,4356359,1571256.0,2785103,22416995.0,2018,1,MANHATTAN
1-01954-7501,311 WEST 127 STREET,HARLEM-CENTRAL,RR  -CONRENT,39,2009.0,31322,868559,410005.0,458554,3587000.0,2018,1,MANHATTAN
1-01954-7501,311 WEST 127 STREET,HARLEM-CENTRAL,RR  -CONRENT,119,2009.0,190553,5905237,1126168.0,4779069,37827000.0,2018,1,MANHATTAN
1-00172-7504,50 FRANKLIN STREET,CHINATOWN,R4  -ELEVATOR,72,2007.0,91412,4983782,1260571.0,3723211,29967987.0,2018,1,MANHATTAN
1-01115-7503,30 WEST 63 STREET,UPPER WEST SIDE (59-79),R4  -ELEVATOR,464,1979.0,591835,29023588,9996093.0,19027495,153151002.0,2018,1,MANHATTAN
1-01260-7502,66 WEST 45 STREET,MIDTOWN WEST,R4  -ELEVATOR,53,2008.0,70916,3267100,696395.0,2570705,20690999.0,2018,1,MANHATTAN
1-01918-7501,161 WEST 133 STREET,HARLEM-CENTRAL,R2  -WALK-UP,12,1910.0,11436,377960,132658.0,245302,1952003.0,2018,1,MANHATTAN
1-01247-7502,535 WEST END AVENUE,UPPER WEST SIDE (79-96),R4  -ELEVATOR,31,2008.0,192725,15121204,4203332.0,10917872,86895006.0,2018,1,MANHATTAN
1-01621-7502,55 EAST 115 STREET,HARLEM-EAST,RR  -CONRENT,55,2009.0,43516,1281111,532636.0,748475,5896000.0,2018,1,MANHATTAN
1-00396-7501,215 AVENUE B,ALPHABET CITY,R4  -ELEVATOR,17,2008.0,19333,838666,301595.0,537071,4323001.0,2018,1,MANHATTAN
1-01948-7502,88 MORNINGSIDE AVENUE,HARLEM-CENTRAL,R9  -CONDOPS,74,2011.0,76735,2361136,966861.0,1394275,11027000.0,2018,1,MANHATTAN
1-00310-7503,55 HESTER STREET,LOWER EAST SIDE,R4  -ELEVATOR,27,1940.0,23344,1188210,163408.0,1024802,8249001.0,2018,1,MANHATTAN
1-01683-7502,317 EAST 111 STREET,HARLEM-EAST,R4  -ELEVATOR,21,2008.0,24395,975312,293228.0,682084,5486000.0,2018,1,MANHATTAN
1-02132-7501,2360 AMSTERDAM AVENUE,WASHINGTON HEIGHTS LOWER,R4  -ELEVATOR,28,2007.0,38351,939216,396549.0,542667,4173004.0,2018,1,MANHATTAN
1-01822-7502,1845 ADAM C. POWELL BOULEVARD,HARLEM-CENTRAL,R4  -ELEVATOR,46,1915.0,105957,3046264,1301152.0,1745112,13726000.0,2018,1,MANHATTAN
1-01795-7502,346 EAST 119 STREET,HARLEM-EAST,R4  -ELEVATOR,11,2007.0,12026,304378,114006.0,190372,1472005.0,2018,1,MANHATTAN
1-00136-7505,85 WEST BROADWAY,CIVIC CENTER,R4  -ELEVATOR,15,2007.0,15060,748783,196382.0,552401,4446000.0,2018,1,MANHATTAN
1-01941-7501,239 WEST 135 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008.0,9741,323401,121373.0,202028,1608000.0,2018,1,MANHATTAN
1-00805-7502,835 AVENUE OF THE AMERICAS,FASHION,RR  -CONRENT,302,2010.0,279895,16802097,4310383.0,12491714,100545000.0,2018,1,MANHATTAN
1-01821-7502,118 WEST 112 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,24,1915.0,24090,844114,375804.0,468310,3748003.0,2018,1,MANHATTAN
1-02180-7504,210 BENNETT AVENUE,WASHINGTON HEIGHTS UPPER,R4  -ELEVATOR,40,2008.0,45699,1033711,483952.0,549759,4173007.0,2018,1,MANHATTAN
1-00453-7501,311 EAST 11 STREET,EAST VILLAGE,R4  -ELEVATOR,36,2008.0,46707,2392800,760857.0,1631943,13135000.0,2018,1,MANHATTAN
